song,artist,play_count,song_length,album,genre,track_year
Oh Love,Green Day,2,303.466,¡Uno!,Alternative,2012
Rusty James,Green Day,2,249.428,¡Uno!,Alternative,2012
Stay the Night,Green Day,2,276.897,¡Uno!,Alternative,2012
I Hate Myself for Losing You,Kelly Clarkson,2,200.527,Breakaway,Pop,2004
You Found Me,Kelly Clarkson,2,220.125,Breakaway,Pop,2004
Dirty Little Secret,Kelly Clarkson,2,212.718,My December,Pop,2007
One Minute,Kelly Clarkson,2,184.83,My December,Pop,2007
Long Shot,Kelly Clarkson,2,217.036,All I Ever Wanted,Pop,2009
Run Run Rudolph,Kelly Clarkson,2,148.05,Wrapped In Red (Deluxe Version),Holiday,2013
Have Yourself a Merry Little Christmas,Kelly Clarkson,2,219.196,Wrapped In Red (Deluxe Version),Holiday,2013
My Favorite Things,Kelly Clarkson,2,169.157,Wrapped In Red (Deluxe Version),Holiday,2013
Baby It's Cold Outside (feat. Ronnie Dunn),Kelly Clarkson,2,181.58,Wrapped In Red,Christmas,2013
I Always Get What I Want,Avril Lavigne,2,151.463,Under My Skin,Pop,2004
Alone,Avril Lavigne,2,193.77,The Best Damn Thing (Expanded Edition),Pop,2007
Bad Reputation,Avril Lavigne,2,162.33,Goodbye Lullaby (Expanded Edition),Pop,2013
Let Me Go (feat. Chad Kroeger),Avril Lavigne,2,268.027,Avril Lavigne (Expanded Edition),Pop,2013
Bitchin' Summer,Avril Lavigne,2,210.651,Avril Lavigne (Expanded Edition),Pop,2013
Here's to Never Growing Up,Avril Lavigne,2,214.389,Avril Lavigne (Expanded Edition),Pop,2013
Sippin' On Sunshine,Avril Lavigne,2,209.443,Avril Lavigne (Expanded Edition),Pop,2013
Backstabber,Kesha,2,186.897,Animal (Expanded Edition),Pop,2010
Dancing With Tears In My Eyes,Kesha,2,209.281,Animal (Expanded Edition),Pop,2010
Take It Off,Kesha,2,215.248,Animal (Expanded Edition),Pop,2010
Summer,Kesha,2,210.326,High Road,Pop,2020
Stay,Cueshé,2,235.775,"Half Empty, Half Full",Pop,2005
See the Sun,Dido,2,305.713,Life for Rent,Pop,1999
Take You Home,Dido,2,306.015,Still on My Mind (Deluxe Edition),Pop,2019
Love To Blame,Dido,2,276.967,Girl Who Got Away (Deluxe Version),Pop,2013
What Am I Doing Here,Dido,2,237.609,Still on My Mind (Deluxe Edition),Pop,2019
Stutter,Maroon 5,2,196.974,Hands All Over (Deluxe Edition),Pop,2010
Wipe Your Eyes,Maroon 5,2,216.963,Overexposed (Deluxe Version),Pop,2012
Stay (feat. Mikky Ekko),Rihanna,2,240.767,Unapologetic (Deluxe Version),Pop,2012
I'd Rather,Luther Vandross,2,291.201,Luther Vandross,R&B/Soul,2001
Adore You,Miley Cyrus,2,278.825,Bangerz (Deluxe Version),Pop,2013
We Can't Stop,Miley Cyrus,2,231.293,Bangerz (Deluxe Version),Pop,2013
Smooth Criminal,Michael Jackson,2,258.693,The Essential Michael Jackson,Pop,1987
There You'll Be,Faith Hill,2,220.891,The Hits,Country,2001
First Love,Adele,2,190.333,19,Pop,2008
Somebody,Bryan Adams,2,283.445,Reckless,Rock,1984
Who Says,Selena Gomez & The Scene,2,195.07,When the Sun Goes Down,Pop,2011
Hold Up,Demi Lovato,2,171.34,Unbroken,Pop,2011
Who's That Boy (feat. Dev),Demi Lovato,2,192.33,Unbroken,Pop,2011
Heart Attack,Demi Lovato,2,210.906,Demi,Pop,2013
Time for Me to Fly,REO Speedwagon,2,221.982,The Hits,Rock,1978
Unwritten,Natasha Bedingfield,2,259.39,Unwritten,Pop,2004
What's My Name? (feat. Drake),Rihanna,2,263.221,Loud (Deluxe),Pop,2010
The Crying Game (feat. Jessie Ware),Nicki Minaj,2,265.287,The Pinkprint (Bonus Tracks),Hip-Hop/Rap,2014
Get On Your Knees (feat. Ariana Grande),Nicki Minaj,2,216.572,The Pinkprint (Bonus Tracks),Hip-Hop/Rap,2014
Fancy (feat. Charli XCX),Iggy Azalea,2,199.993,The New Classic (Deluxe Version),Hip-Hop/Rap,2014
Tennis Court,Lorde,2,198.971,Pure Heroine,Alternative,2013
(They Long To Be) Close To You,Carpenters,2,276.062,Date Night,Pop,1970
Bird Set Free,Sia,2,252.44,This Is Acting,Pop,2015
It's Raining Men,The Weather Girls,2,325.497,Success,R&B/Soul,1983
Masterpiece,Jessie J,2,220.705,Sweet Talker (Deluxe Version),Pop,2014
Green Grass and High Tides,The Outlaws,2,586.466,Best of the Outlaws: Green Grass and High Tides (Remastered),Rock,1975
Til It Happens To You,Lady Gaga,2,258.136,Til It Happens To You - Single,Pop,2015
All Summer Long,Kid Rock,2,297.029,Rock N Roll Jesus,Hard Rock,2007
Jessie's Girl,Rick Springfield,2,192.934,The Best of Rick Springfield,Hard Rock,1981
The Real Life,John Cougar Mellencamp,2,237.563,The Lonesome Jubilee (Bonus Track Edition),Pop,1987
To M.G. (Wherever She May Be),John Cougar,2,292.757,Nothin' Matters and What If It Did (Bonus Track Edition),Rock,1980
Open Arms,Journey,2,198.716,The Essential Journey,Rock,1981
Beautiful,Christina Aguilera,2,238.608,Stripped,Pop,2002
Smooth (feat. Rob Thomas),Santana,2,296.054,Ultimate Santana,Rock,1999
Believe,Cher,2,239.095,Believe,Pop,1998
CAN'T STOP THE FEELING!,Justin Timberlake,2,237.609,Trolls (Original Motion Picture Soundtrack),Soundtrack,2016
My Humps,Black Eyed Peas,2,327.029,Monkey Business,Hip-Hop/Rap,2005
Talking Body,Tove Lo,2,238.492,Queen of the Clouds,Alternative,2014
Torn,Natalie Imbruglia,2,244.715,Left of the Middle,Pop,1997
Play That Song,Train,2,243.298,a girl a bottle a boat,Pop,2016
Real Friends,Camila Cabello,2,214.436,Camila,Pop,2017
I'm the Best,Nicki Minaj,2,216.944,Pink Friday (Deluxe Version),Hip-Hop/Rap,2010
Best Thing I Never Had,Beyoncé,2,253.817,4 (Expanded Edition),Pop,2011
Dance For You,Beyoncé,2,375.768,4 (Expanded Edition),Pop,2011
Heaven,Beyoncé,2,230.945,BEYONCÉ,Pop,2013
Single Ladies (Put a Ring on It),Beyoncé,2,193.282,I Am... Sasha Fierce (Deluxe Version),Pop,2008
Disappear,Beyoncé,2,267.517,I Am... Sasha Fierce (Deluxe Version),Pop,2008
Stay Together for the Kids,blink-182,2,239.397,Take off Your Pants and Jacket,Rock,2001
Dogs Eating Dogs,blink-182,2,210.581,Dogs Eating Dogs - EP,Rock,2012
I Never Told You,Colbie Caillat,2,233.267,Breakthrough (Deluxe Version),Pop,2009
Give It Up (feat. Elizabeth Gillies & Ariana Grande),Victorious Cast,2,165.209,Victorious (Music from the Hit TV Show) [feat. Victoria Justice],Pop,2011
I Want You Back,Victorious Cast & Victoria Justice,2,179.977,Victorious (Music from the Hit TV Show) [feat. Victoria Justice],Pop,2011
Beggin' On Your Knees (feat. Victoria Justice),Victorious Cast,2,193.607,Victorious (Music from the Hit TV Show) [feat. Victoria Justice],Pop,2011
You're the Reason,Victorious Cast & Victoria Justice,2,173.638,Victorious (Music from the Hit TV Show) [feat. Victoria Justice],Pop,2011
Souvenir,Selena Gomez,2,161.657,Rare (Deluxe),Pop,2020
Red Camaro,Rascal Flatts,2,225.976,Nothing Like This,Country,2010
So Far...,Eminem,2,317.648,The Marshall Mathers LP2 (Deluxe),Hip-Hop/Rap,2013
Legacy,Eminem,2,296.333,The Marshall Mathers LP2 (Deluxe),Hip-Hop/Rap,2013
Spaceship,Daughtry,2,231.061,Break the Spell (Expanded Edition),Rock,2011
Crawling Back to You,Daughtry,2,225.488,Break the Spell (Expanded Edition),Rock,2011
Hard to Say I'm Sorry / Get Away,Chicago,2,306.387,The Very Best of Chicago: Only the Beginning,Rock,1982
3,Britney Spears,2,205.589,The Essential Britney Spears,Pop,2009
Larger Than Life,Backstreet Boys,2,232.896,Millennium,Pop,1999
Breakeven,The Script,2,261.478,The Script,Pop,2008
The Man Who Can't Be Moved,The Script,2,241.441,The Script (Deluxe),Pop,2008
Joy Invincible,Switchfoot,2,222.934,Native Tongue,Alternative,2019
All I Need,Switchfoot,2,188.151,Native Tongue,Alternative,2019
Wonderful Feeling,Switchfoot,2,246.201,Native Tongue,Alternative,2019
Hurt People,Gryffin & Aloe Blacc,2,226.301,Gravity (Deluxe),Dance,2019
Nothing Like You (feat. HANA),Gryffin & DROELOE,2,181.045,Gravity (Deluxe),Dance,2019
The Doctor Is In,Ilana Levine & Anthony Rapp,2,151.092,"You're a Good Man, Charlie Brown",Musicals,1990
Holly Jolly Christmas,Michael Bublé,2,121.579,Christmas,Holiday,2011
It's a Beautiful Day,Michael Bublé,2,199.32,To Be Loved (Deluxe Version),Pop,2013
Santa Baby,Taylor Swift,2,158.661,The Taylor Swift Holiday Collection - EP,Holiday,2007
STFU! (Acoustic),Rina Sawayama,2,212.648,SAWAYAMA (Deluxe Edition),Alternative,2020
Bad Friend (Acoustic),Rina Sawayama,2,209.443,SAWAYAMA (Deluxe Edition),Alternative,2020
XS (Live),Rina Sawayama,2,223.097,SAWAYAMA (Deluxe Edition),Alternative,2020
Comme des Garçons (Like the Boys) [Brabo Remix],Rina Sawayama & Pabllo Vittar,2,222.54,SAWAYAMA (Deluxe Edition),Alternative,2020
Bad Friend (Dream Wife Remix),Rina Sawayama,2,254.258,SAWAYAMA (Deluxe Edition),Alternative,2020
12 Days Of Christmas,Pentatonix,2,184.761,We Need A Little Christmas,Holiday,2020
Small Town,John Cougar Mellencamp,2,221.68,Scarecrow (Bonus Track Edition),Rock,1985
New Love (feat. Diplo & Mark Ronson),Silk City & Ellie Goulding,2,190.68,New Love (feat. Diplo & Mark Ronson) - Single,Dance,2021
Fantasy,Mariah Carey,2,244.107,Greatest Hits,R&B/Soul,1995
A Place Called Earth (feat. Lauren Daigle),Jon Foreman,2,243.6,Departures,Alternative,2021
She's Not Him,Miley Cyrus,2,214.018,Younger Now,Pop,2017
worst behavior,Ariana Grande,2,124.342,Positions,Pop,2021
Consideration (feat. SZA),Rihanna,2,161.146,ANTI (Deluxe),Pop,2016
Nothing Is Real,The Goo Goo Dolls,2,245.04,Something for the Rest of Us (Deluxe Version),Rock,2010
"Whenever, Wherever",Shakira,2,196.208,Laundry Service,Pop Latino,2001
Crazy in Love (feat. Jay-Z),Beyoncé,2,236.193,Dangerously in Love,Pop,2003
Mahiwaga,Fatima Soriano,2,180.72,Visions,Christian,2011
Touch My Body,Mariah Carey,2,204.733,E=MC2,Pop,2008
Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,2,243.623,Love Drunk (Bonus Track Version),Alternative,2009
Memories,Maroon 5,2,189.544,Memories - Single,Pop,2019
Good Place,Demi Lovato,2,184.851,Dancing With The Devil…The Art of Starting Over,Pop,2021
Celebrity,Alanis Morissette,2,241.208,Havoc and Bright Lights,Alternative,2012
Nothing's Wrong,HAIM,2,189.205,Something To Tell You,Alternative,2017
Little of Your Love,HAIM,2,213.948,Something To Tell You,Alternative,2017
Ready For You,HAIM,2,225.349,Something To Tell You,Alternative,2017
Never Worn White,Katy Perry,2,225.094,Never Worn White - Single,Pop,2020
Convince Me Otherwise,Maroon 5 & H.E.R.,2,187.733,JORDI (Deluxe),Pop,2021
Nobody's Love,Maroon 5,2,211.301,JORDI (Deluxe),Pop,2020
Can't Leave You Alone (feat. Juice WRLD),Maroon 5,2,196.951,JORDI (Deluxe),Pop,2021
Remedy (feat. Stevie Nicks),Maroon 5,2,149.559,JORDI (Deluxe),Pop,2021
Seasons,Maroon 5,2,168.367,JORDI (Deluxe),Pop,2021
"Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha,2,175.937,Better Mistakes,Pop,2021
Better Mistakes,Bebe Rexha,2,135.743,Better Mistakes,Pop,2021
Amore (feat. Rick Ross),Bebe Rexha,2,174.196,Better Mistakes,Pop,2021
Trust Fall,Bebe Rexha,2,150.395,Better Mistakes,Pop,2021
Memories Remix (feat. Nipsey Hussle & YG),Maroon 5,2,189.544,JORDI (Deluxe),Pop,2021
Button (feat. Anuel AA & Tainy),Maroon 5,2,164.281,JORDI (Deluxe),Pop,2021
On Your Side,Thriving Ivory,2,234.01,Through Yourself & Back Again,Rock,2010
Run,Thriving Ivory,2,262.083,Through Yourself & Back Again,Rock,2010
While the Candle Still Burns,Thriving Ivory,2,195.535,Through Yourself & Back Again,Rock,2010
Love Alone,Thriving Ivory,2,229.784,Through Yourself & Back Again,Rock,2010
Cobwebs,Thriving Ivory,2,259.923,Through Yourself & Back Again,Rock,2010
Wolves,Garbage,2,256.639,No Gods No Masters,Alternative,2021
Godhead,Garbage,2,248.191,No Gods No Masters,Alternative,2021
Anonymous XXX,Garbage,2,247.615,No Gods No Masters,Alternative,2021
The Men Who Rule the World,Garbage,2,267.541,No Gods No Masters,Alternative,2021
A Woman Destroyed,Garbage,2,332.138,No Gods No Masters,Alternative,2021
People of the Pride,Coldplay,2,217.387,Music of the Spheres,Pop,2021
∞,Coldplay,2,226.211,Music of the Spheres,Pop,2021
I Concentrate On You,Tony Bennett & Lady Gaga,2,236.892,Love For Sale,Jazz,2021
So In Love,Tony Bennett,2,271.401,Love For Sale,Jazz,2021
You're The Top,Tony Bennett & Lady Gaga,2,169.489,Love For Sale,Jazz,2021
1121,Halsey,2,162.581,"If I Can’t Have Love, I Want Power",Alternative,2021
honey,Halsey,2,173.887,"If I Can’t Have Love, I Want Power",Alternative,2021
Whispers,Halsey,2,191.743,"If I Can’t Have Love, I Want Power",Alternative,2021
Ya'aburnee,Halsey,2,188.458,"If I Can’t Have Love, I Want Power",Alternative,2021
"I am not a woman, I'm a god",Halsey,2,176.469,"If I Can’t Have Love, I Want Power",Alternative,2021
The Lighthouse,Halsey,2,273.45,"If I Can’t Have Love, I Want Power",Alternative,2021
Girl is a Gun,Halsey,2,146.602,"If I Can’t Have Love, I Want Power",Alternative,2021
Darling,Halsey,2,182.058,"If I Can’t Have Love, I Want Power",Alternative,2021
Ships + Tides,OneRepublic,2,296.491,Human (Deluxe),Pop,2021
Take It Out On Me,OneRepublic,2,147.864,Human (Deluxe),Pop,2021
Savior,OneRepublic,2,181.442,Human (Deluxe),Pop,2021
Wanted,OneRepublic,2,136.328,Human (Deluxe),Pop,2019
Cyber Stockholm Syndrome,Rina Sawayama,2,221.936,Rina,Alternative,2017
Ode To Freedom,ABBA,2,212.223,Voyage,Pop,2021
SCOOP (feat. Doja Cat),Lil Nas X,2,174.219,MONTERO,Hip-Hop/Rap,2021
ONE OF ME (feat. Elton John),Lil Nas X,2,161.726,MONTERO,Pop,2021
AM I DREAMING (feat. Miley Cyrus),Lil Nas X,2,183.298,MONTERO,Pop,2021
Christmas Come Early,Kelly Clarkson,2,179.676,When Christmas Comes Around...,Holiday,2021
Under The Mistletoe (Bonus Track),Kelly Clarkson & Brett Eldredge,2,225.744,When Christmas Comes Around...,Holiday,2021
Rockin' Around The Christmas Tree,Kelly Clarkson,2,112.732,When Christmas Comes Around...,Holiday,2021
Stop The Rain,Ed Sheeran,2,203.541,=,Pop,2021
Be Right Now,Ed Sheeran,2,211.136,=,Pop,2021
First Times,Ed Sheeran,2,185.898,=,Pop,2021
Oath (feat. Becky G),Cher Lloyd,2,218.569,Sticks & Stones,Pop,2011
Have Yourself a Merry Little Christmas,Rob Thomas,2,230.527,SOMETHING ABOUT CHRISTMAS TIME,Holiday,2021
Christmas Time,Rob Thomas & Ingrid Michaelson,2,211.285,SOMETHING ABOUT CHRISTMAS TIME,Holiday,2021
New Year's Day,Rob Thomas,2,212.774,SOMETHING ABOUT CHRISTMAS TIME,Holiday,2021
Cherry Blossom,Lana Del Rey,2,197.996,Blue Banisters,Alternative,2021
If You Lie Down With Me,Lana Del Rey,2,265.241,Blue Banisters,Alternative,2021
Snowman,Sia,2,165.995,Everyday Is Christmas (Deluxe),Holiday,2017
Christmas Lights,Coldplay,2,242.555,Christmas Lights - Single,Christmas,2010
Officially Christmas,Dan + Shay,2,178.431,Officially Christmas - Single,Holiday,2021
Crash,Charli XCX,2,129.987,CRASH,Pop,2022
Like a River Runs,Bleachers,2,213.228,Strange Desire,Alternative,2014
Wild Heart,Bleachers,2,200.434,Strange Desire,Alternative,2014
Take Me Away (feat. Grimes),Bleachers,2,150.511,Strange Desire,Alternative,2014
Reckless Love,Bleachers,2,181.371,Strange Desire,Alternative,2014
Rollercoaster,Bleachers,2,188.917,Strange Desire,Alternative,2014
Shadow,Bleachers,2,231.944,Strange Desire,Alternative,2014
When You're Gone,Shawn Mendes,2,172.267,When You're Gone - Single,Pop,2022
Familia,Camila Cabello,2,17.812,Familia,Pop,2022
Blue,Marina and The Diamonds,2,254.212,FROOT,Pop,2015
Gold,Marina and The Diamonds,2,254.235,FROOT,Pop,2015
Better Than That,Marina and The Diamonds,2,276.271,FROOT,Pop,2015
Around U,MUNA,2,313.306,About U,Alternative,2017
Peace Of Mind,Imagine Dragons,2,173.996,Mercury - Acts 1 & 2,Alternative,2022
Instant Karma!,Bleachers,2,221.937,Minions: The Rise Of Gru (Original Motion Picture Soundtrack),Pop,2022
Heat Lightning,Mitski,2,171.99,Laurel Hell,Alternative,2021
Everyone,Mitski,2,227.16,Laurel Hell,Alternative,2022
I Guess,Mitski,2,135.233,Laurel Hell,Alternative,2022
Love Me More,Mitski,2,212.718,Laurel Hell,Alternative,2022
Truth Hurts,Lizzo,2,173.428,Cuz I Love You (Super Deluxe),Pop,2017
Good as Hell,Lizzo,2,159.783,Cuz I Love You (Super Deluxe),Pop,2016
BLENDER,5 Seconds of Summer,2,147.808,5SOS5,Pop,2022
Move Me,Lewis OfMan & Carly Rae Jepsen,2,239.267,Move Me - Single,Pop,2022
Coldplay,Lizzo,2,175.542,Special,Pop,2022
Everybody’s Gay,Lizzo,2,215.86,Special,Pop,2022
SUBSTANCE,Demi Lovato,2,160.441,HOLY FVCK,Pop,NULL
You Are the Answer,The Goo Goo Dolls,2,263.639,Chaos In Bloom,Pop,NULL
I'm So Sick,Flyleaf,1,175.937,Flyleaf,Rock,2005
Obsessed,Mariah Carey,1,242.253,Memoirs of an Imperfect Angel,R&B/Soul,2009
Paralyzer,Finger Eleven,1,208.107,Them Vs. You Vs. Me (Deluxe Edition),Rock,2007
Sea Shanty 2,Ian Taylor,1,127.941,Runescape: Original Soundtrack Classics,Video Game,2018
I Don't Want to Say Goodbye,Teddy Thompson,1,189.867,Brokeback Mountain (Original Motion Picture Soundtrack) [Bonus Track],Soundtrack,2005
Welcome to My Life,Simple Plan,1,206.773,Still Not Gettin' Any,Pop,2004
Sorry for Now,LINKIN PARK,1,203.731,One More Light,Hard Rock,2017
Invisible,LINKIN PARK,1,214.413,One More Light,Alternative,2017
Talking to Myself,LINKIN PARK,1,231.386,One More Light,Hard Rock,2017
Battle Symphony,LINKIN PARK,1,216.34,One More Light,Alternative,2017
Nobody Can Save Me,LINKIN PARK,1,225.57,One More Light,Hard Rock,2017
Good Goodbye (feat. Pusha T & Stormzy),LINKIN PARK,1,211.487,One More Light,Alternative,2017
Adiós,Selena Gomez,1,130.194,Revelación - EP,Pop Latino,2021
Mad World,Demi Lovato,1,182.555,Dancing With The Devil…The Art of Starting Over,Pop,2021
Anyone,Demi Lovato,1,227.786,Dancing With The Devil…The Art of Starting Over,Pop,2021
Edge of Evolution,Alanis Morissette,1,269.56,Havoc and Bright Lights,Alternative,2012
"Baby, It's Cold Outside (feat. Brooks & Dunn)",Kelly Clarkson,1,181.556,Wrapped In Red (Deluxe Version),Holiday,2013
Something To Tell You,HAIM,1,253.354,Something To Tell You,Alternative,2017
Kept Me Crying,HAIM,1,235.813,Something To Tell You,Alternative,2017
One Light (feat. Bantu),Maroon 5,1,214.459,JORDI (Deluxe),Pop,2021
Poison,Beyoncé,1,244.947,I Am . . . Sasha Fierce (The Bonus Tracks) - EP,Pop,2008
Break My Heart Myself (feat. Travis Barker),Bebe Rexha,1,151.999,Better Mistakes,Pop,2021
Rest,Alanis Morissette,1,333.68,Rest - Single,Alternative,2021
Some Kind of Home,Thriving Ivory,1,237.516,Through Yourself & Back Again,Rock,2010
"Motorcade (So Long, So Long)",Thriving Ivory,1,238.654,Through Yourself & Back Again,Rock,2010
Come November,Thriving Ivory,1,266.634,Through Yourself & Back Again,Rock,2010
No Gods No Masters,Garbage,1,271.509,No Gods No Masters,Alternative,2021
Flipping the Bird,Garbage,1,217.109,No Gods No Masters,Alternative,2021
This City Will Kill You,Garbage,1,276.394,No Gods No Masters,Alternative,2021
On Fire,Garbage,1,307.477,No Gods No Masters,Rock,2015
The Chemicals (with Brian Aubert),Garbage,1,260.01,No Gods No Masters,Rock,2021
Starman,Garbage,1,249.196,No Gods No Masters,Alternative,2018
No Horses,Garbage,1,323.244,No Gods No Masters,Rock,2017
Time Will Destroy Everything,Garbage,1,283.306,No Gods No Masters,Rock,2014
Destroying Angels (feat. John Doe & Exene Cervenka),Garbage,1,300.605,No Gods No Masters,Alternative,2018
I Want Love,Jessie J,1,197.563,I Want Love - Single,Pop,2021
Marry the Night,Kylie Minogue,1,279.661,BORN THIS WAY THE TENTH ANNIVERSARY,Pop,2011
The Edge of Glory,Years & Years,1,239.165,BORN THIS WAY THE TENTH ANNIVERSARY,Pop,2011
Run for Cover,The Killers,1,222.214,Wonderful Wonderful (Deluxe),Alternative,2017
Some Kind of Love,The Killers,1,278.151,Wonderful Wonderful (Deluxe),Alternative,2017
Tyson vs. Douglas,The Killers,1,273.763,Wonderful Wonderful (Deluxe),Alternative,2017
Out of My Mind,The Killers,1,223.747,Wonderful Wonderful (Deluxe),Alternative,2017
Money on Straight,The Killers,1,214.691,Wonderful Wonderful (Deluxe),Alternative,2017
The Calling,The Killers,1,241.835,Wonderful Wonderful (Deluxe),Alternative,2017
Life to Come,The Killers,1,271.998,Wonderful Wonderful (Deluxe),Alternative,2017
⦵,Coldplay,1,53.185,Music of the Spheres,Pop,2021
❍,Coldplay,1,21.455,Music of the Spheres,Pop,2021
Slumber Party,Britney Spears,1,214.134,Glory (Deluxe),Pop,2016
Clumsy,Britney Spears,1,183.437,Glory (Deluxe),Pop,2016
Invitation,Britney Spears,1,200.063,Glory (Deluxe),Pop,2016
What You Need,Britney Spears,1,187.71,Glory (Deluxe),Pop,2016
You asked for this,Halsey,1,265.578,"If I Can’t Have Love, I Want Power",Alternative,2021
Rescue Me,OneRepublic,1,159.747,Human (Deluxe),Pop,2019
Tunnel Vision (feat. Shamir),Rina Sawayama,1,216.293,Rina,Alternative,2017
Time Out - Interlude,Rina Sawayama,1,60.371,Rina,Alternative,2017
Take Me as I Am,Rina Sawayama,1,205.635,Rina,Alternative,2017
Ordinary Superstar,Rina Sawayama,1,227.091,Rina,Alternative,2017
Breakdown (feat. Demi Lovato),G-Eazy,1,165.686,Breakdown (feat. Demi Lovato) - Single,Pop,2021
Santa Baby,Kelly Clarkson,1,170.875,When Christmas Comes Around...,Holiday,2021
Collide,Ed Sheeran,1,210.298,=,Pop,2021
Sandman,Ed Sheeran,1,259.418,=,Pop,2021
Love In Slow Motion,Ed Sheeran,1,190.997,=,Pop,2021
Beautiful Soul,Jesse McCartney,1,214.296,Beautiful Soul,Rock,2004
Dices (Who Says) [Spanish Version],Selena Gomez & The Scene,1,195.79,When the Sun Goes Down,Pop,2011
Kick Ass,Bryan Adams,1,337.223,So Happy It Hurts,Rock,2021
On The Road,Bryan Adams,1,168.925,So Happy It Hurts,Rock,2021
"Just Like Me, Just Like You",Bryan Adams,1,130.757,So Happy It Hurts,Rock,2022
Santa Don't Come Here Anymore,Rob Thomas & Brad Paisley,1,152.984,SOMETHING ABOUT CHRISTMAS TIME,Holiday,2021
Doesn't Feel Like Christmas (Samy's Song),Rob Thomas,1,171.295,SOMETHING ABOUT CHRISTMAS TIME,Holiday,2021
That Spirit of Christmas,Rob Thomas & BeBe Winans,1,302.101,SOMETHING ABOUT CHRISTMAS TIME,Holiday,2021
Thunder,Lana Del Rey,1,259.529,Blue Banisters,Alternative,2021
Text Book,Lana Del Rey,1,303.228,Blue Banisters,Alternative,2021
Living Legend,Lana Del Rey,1,241.487,Blue Banisters,Alternative,2021
Interlude - The Trio,Lana Del Rey,1,76.022,Blue Banisters,Alternative,2021
Blue Banisters,Lana Del Rey,1,293.692,Blue Banisters,Alternative,2021
Arcadia,Lana Del Rey,1,263.453,Blue Banisters,Alternative,2021
Sweet Carolina,Lana Del Rey,1,201.827,Blue Banisters,Alternative,2021
Beautiful,Lana Del Rey,1,215.829,Blue Banisters,Alternative,2021
Violets for Roses,Lana Del Rey,1,255.094,Blue Banisters,Alternative,2021
Black Bathing Suit,Lana Del Rey,1,318.09,Blue Banisters,Alternative,2021
Helen of Troy,Lorde,1,171.594,Solar Power,Alternative,2021
Hold No Grudge,Lorde,1,268.843,Solar Power,Alternative,2021
I Want a Hippopotamus for Christmas,Kacey Musgraves,1,146.61,A Very Kacey Christmas,Holiday,2016
What Are You Doing New Year's Eve?,Kacey Musgraves,1,269.003,A Very Kacey Christmas,Holiday,2016
Here Comes Santa Claus (Right Down Santa Claus Lane) / House Top Celebration [feat. Snoop Dogg & Jermaine Dupri],Mariah Carey,1,140.271,Mariah Carey's Magical Christmas Special (Apple TV+ Original Soundtrack),Holiday,2020
Christmas Time Is Here,Mariah Carey,1,119.025,Mariah Carey's Magical Christmas Special (Apple TV+ Original Soundtrack),Holiday,2020
You're Still a Mystery,Bleachers,1,264.916,Strange Desire,Alternative,2014
I'm Ready to Move On / Wild Heart Reprise (feat. Yoko Ono),Bleachers,1,251.379,Strange Desire,Alternative,2014
Mary Jane,Alanis Morissette,1,280.682,Jagged Little Pill (Remastered),Alternative,1995
You Oughta Know,Alanis Morissette,1,248.12,Jagged Little Pill (Remastered),Alternative,1995
Where We Started,Thomas Rhett & Katy Perry,1,182.027,Where We Started,Country,2022
Happy,Marina and The Diamonds,1,243.902,FROOT,Alternative,2015
Immortal,Marina and The Diamonds,1,321.155,FROOT,Pop,2015
Solitaire,Marina and The Diamonds,1,277.176,FROOT,Pop,2015
Weeds,Marina and The Diamonds,1,247.617,FROOT,Pop,2015
Savages,Marina and The Diamonds,1,256.394,FROOT,Pop,2015
Here We Go Again,Demi Lovato,1,226.301,Here We Go Again (Bonus Track Version),Pop,2009
Catch Me,Demi Lovato,1,190,Here We Go Again (Bonus Track Version),Pop,2009
Higher Love,Whitney Houston & Kygo,1,228.321,I Will Always Love You: The Best Of Whitney Houston,Pop,2019
Sharks,Imagine Dragons,1,190.931,Mercury - Acts 1 & 2,Alternative,2022
I Don't Like Myself,Imagine Dragons,1,185.548,Mercury - Acts 1 & 2,Alternative,2022
Blur,Imagine Dragons,1,175.711,Mercury - Acts 1 & 2,Alternative,2022
Higher Ground,Imagine Dragons,1,161.895,Mercury - Acts 1 & 2,Alternative,2022
Crushed,Imagine Dragons,1,188.997,Mercury - Acts 1 & 2,Alternative,2022
Take It Easy,Imagine Dragons,1,158.329,Mercury - Acts 1 & 2,Alternative,2022
Ferris Wheel,Imagine Dragons,1,203.923,Mercury - Acts 1 & 2,Alternative,2022
Sirens,Imagine Dragons,1,155.36,Mercury - Acts 1 & 2,Alternative,2022
Tied,Imagine Dragons,1,241.853,Mercury - Acts 1 & 2,Alternative,2022
Younger,Imagine Dragons,1,191.997,Mercury - Acts 1 & 2,Alternative,2022
Continual (feat. Cory Henry),Imagine Dragons,1,229.555,Mercury - Acts 1 & 2,Alternative,2022
They Don't Know You Like I Do,Imagine Dragons,1,257.937,Mercury - Acts 1 & 2,Alternative,2022
I Wish,Imagine Dragons,1,207.394,Mercury - Acts 1 & 2,Alternative,2022
Talkin' Bout a Revolution,Tracy Chapman,1,161.6,Tracy Chapman,Singer/Songwriter,1988
She's Got Her Ticket,Tracy Chapman,1,234.567,Tracy Chapman,Singer/Songwriter,1988
